Flight Details,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,Class,Price,From,To
2024-05-26//PA006//Tokyo-London//First Class//349,Yes,1,Nut Free,2024-05-26,PA006,First Class,349.0,Tokyo,London
2024-10-22//PA007//New York-Perth//First Class//458,Yes,0,,2024-10-22,PA007,First Class,458.0,New York,Perth
2024-10-01//PA006//Tokyo-London//Business Class//343.19999999999999,Yes,2,Vegetarian,2024-10-01,PA006,Business Class,343.2,Tokyo,London
2024-11-06//PA006//Tokyo-London//Premium Economy//1207.5,Yes,0,,2024-11-06,PA006,Premium Economy,1207.5,Tokyo,London
2024-02-22//PA008//Perth-New York//First Class//254,Yes,3,Dairy Free,2024-02-22,PA008,First Class,254.0,Perth,New York
2024-05-24//PA009//New York-Tokyo//Business Class//514.79999999999995,Yes,3,Egg Free,2024-05-24,PA009,Business Class,514.8,New York,Tokyo
2024-04-30//PA012//Tokyo-Perth//Premium Economy//1452.5,Yes,0,Vegetarian,2024-04-30,PA012,Premium Economy,1452.5,Tokyo,Perth
2024-02-01//PA011//Perth-Tokyo//Economy//2425,Yes,2,Nut Free,2024-02-01,PA011,Economy,2425.0,Perth,Tokyo
2024-07-25//PA009//New York-Tokyo//Premium Economy//750,Yes,0,Vegetarian,2024-07-25,PA009,Premium Economy,750.0,New York,Tokyo
2024-11-01//PA012//Tokyo-Perth//First Class//608,Yes,1,,2024-11-01,PA012,First Class,608.0,Tokyo,Perth
2024-11-25//PA010//Tokyo-New York//Economy//2930,Yes,2,Egg Free,2024-11-25,PA010,Economy,2930.0,Tokyo,New York
2024-11-08//PA009//New York-Tokyo//First Class//431,Yes,3,Vegan,2024-11-08,PA009,First Class,431.0,New York,Tokyo
2024-02-07//PA001//London-New York//Business Class//249.59999999999999,Yes,0,,2024-02-07,PA001,Business Class,249.6,London,New York
2024-11-15//PA005//London-Tokyo//First Class//424,Yes,1,Nut Free,2024-11-15,PA005,First Class,424.0,London,Tokyo
2024-11-05//PA003//London-Perth//First Class//660,Yes,0,Vegan,2024-11-05,PA003,First Class,660.0,London,Perth
2024-12-29//PA010//Tokyo-New York//Business Class//603.60000000000002,Yes,3,Egg Free,2024-12-29,PA010,Business Class,603.6,Tokyo,New York
2024-02-11//PA007//New York-Perth//Business Class//824.39999999999998,Yes,3,Dairy Free,2024-02-11,PA007,Business Class,824.4,New York,Perth
2024-12-07//PA009//New York-Tokyo//Economy//1615,Yes,1,Vegetarian,2024-12-07,PA009,Economy,1615.0,New York,Tokyo
2024-10-29//PA007//New York-Perth//First Class//477,Yes,1,Dairy Free,2024-10-29,PA007,First Class,477.0,New York,Perth
2024-08-22//PA003//London-Perth//Economy//2360,Yes,2,Vegetarian,2024-08-22,PA003,Economy,2360.0,London,Perth
2024-01-31//PA004//Perth-London//First Class//289,Yes,2,Nut Free,2024-01-31,PA004,First Class,289.0,Perth,London
2024-06-11//PA001//London-New York//Premium Economy//1340,Yes,2,Nut Free,2024-06-11,PA001,Premium Economy,1340.0,London,New York
2024-01-05//PA012//Tokyo-Perth//Business Class//336,Yes,3,Vegetarian,2024-01-05,PA012,Business Class,336.0,Tokyo,Perth
2024-06-30//PA006//Tokyo-London//Business Class//685.19999999999993,Yes,3,Dairy Free,2024-06-30,PA006,Business Class,685.2,Tokyo,London
2024-07-11//PA002//New York-London//Premium Economy//777.5,Yes,3,Vegan,2024-07-11,PA002,Premium Economy,777.5,New York,London
2024-07-29//PA001//London-New York//First Class//384,Yes,0,Vegan,2024-07-29,PA001,First Class,384.0,London,New York
2024-08-13//PA010//Tokyo-New York//Business Class//289.19999999999999,Yes,1,Vegetarian,2024-08-13,PA010,Business Class,289.2,Tokyo,New York
2024-07-29//PA012//Tokyo-Perth//First Class//554,Yes,2,Nut Free,2024-07-29,PA012,First Class,554.0,Tokyo,Perth
2024-07-05//PA010//Tokyo-New York//Premium Economy//670,Yes,0,Egg Free,2024-07-05,PA010,Premium Economy,670.0,Tokyo,New York
2024-02-01//PA011//Perth-Tokyo//First Class//623,Yes,2,,2024-02-01,PA011,First Class,623.0,Perth,Tokyo
2024-10-16//PA006//Tokyo-London//Premium Economy//1255,Yes,3,Nut Free,2024-10-16,PA006,Premium Economy,1255.0,Tokyo,London
2024-09-12//PA002//New York-London//Premium Economy//1407.5,Yes,0,Vegetarian,2024-09-12,PA002,Premium Economy,1407.5,New York,London
2024-01-25//PA001//London-New York//Business Class//565.19999999999993,Yes,1,Nut Free,2024-01-25,PA001,Business Class,565.2,London,New York
2024-09-07//PA008//Perth-New York//Business Class//698.39999999999998,Yes,3,Egg Free,2024-09-07,PA008,Business Class,698.4,Perth,New York
2024-12-13//PA012//Tokyo-Perth//Premium Economy//1092.5,Yes,2,,2024-12-13,PA012,Premium Economy,1092.5,Tokyo,Perth
2024-02-22//PA002//New York-London//Premium Economy//1027.5,Yes,2,,2024-02-22,PA002,Premium Economy,1027.5,New York,London
2024-02-15//PA005//London-Tokyo//Economy//1800,Yes,0,,2024-02-15,PA005,Economy,1800.0,London,Tokyo
2024-06-22//PA011//Perth-Tokyo//Economy//2725,Yes,2,Nut Free,2024-06-22,PA011,Economy,2725.0,Perth,Tokyo
2024-03-17//PA005//London-Tokyo//Economy//2350,Yes,2,Nut Free,2024-03-17,PA005,Economy,2350.0,London,Tokyo
2024-03-04//PA008//Perth-New York//Premium Economy//1215,Yes,0,,2024-03-04,PA008,Premium Economy,1215.0,Perth,New York
2024-12-15//PA006//Tokyo-London//Premium Economy//1140,Yes,2,Dairy Free,2024-12-15,PA006,Premium Economy,1140.0,Tokyo,London
2024-01-02//PA010//Tokyo-New York//Business Class//507.59999999999997,Yes,2,Egg Free,2024-01-02,PA010,Business Class,507.6,Tokyo,New York
2024-11-13//PA011//Perth-Tokyo//First Class//353,Yes,2,Vegetarian,2024-11-13,PA011,First Class,353.0,Perth,Tokyo
2024-07-13//PA006//Tokyo-London//Economy//3375,Yes,2,Nut Free,2024-07-13,PA006,Economy,3375.0,Tokyo,London
2024-09-12//PA004//Perth-London//Economy//1645,Yes,0,Vegetarian,2024-09-12,PA004,Economy,1645.0,Perth,London
2024-02-27//PA002//New York-London//First Class//325,Yes,0,Vegan,2024-02-27,PA002,First Class,325.0,New York,London
2024-08-04//PA007//New York-Perth//Economy//2390,Yes,0,,2024-08-04,PA007,Economy,2390.0,New York,Perth
2024-09-05//PA001//London-New York//Premium Economy//1202.5,Yes,0,Egg Free,2024-09-05,PA001,Premium Economy,1202.5,London,New York
2024-08-13//PA007//New York-Perth//Premium Economy//815,Yes,0,Nut Free,2024-08-13,PA007,Premium Economy,815.0,New York,Perth
2024-06-04//PA009//New York-Tokyo//Premium Economy//1525,Yes,2,,2024-06-04,PA009,Premium Economy,1525.0,New York,Tokyo
2024-12-18//PA012//Tokyo-Perth//Economy//2565,Yes,3,Nut Free,2024-12-18,PA012,Economy,2565.0,Tokyo,Perth
2024-05-14//PA002//New York-London//Business Class//667.19999999999993,Yes,2,Vegan,2024-05-14,PA002,Business Class,667.2,New York,London
2024-07-29//PA003//London-Perth//Premium Economy//615,Yes,1,Nut Free,2024-07-29,PA003,Premium Economy,615.0,London,Perth
2024-06-03//PA007//New York-Perth//First Class//636,Yes,1,Egg Free,2024-06-03,PA007,First Class,636.0,New York,Perth
2024-02-09//PA005//London-Tokyo//First Class//519,Yes,2,Vegetarian,2024-02-09,PA005,First Class,519.0,London,Tokyo
2024-03-10//PA008//Perth-New York//Premium Economy//1737.5,Yes,1,Vegetarian,2024-03-10,PA008,Premium Economy,1737.5,Perth,New York
2024-11-27//PA011//Perth-Tokyo//First Class//509,Yes,1,Vegetarian,2024-11-27,PA011,First Class,509.0,Perth,Tokyo
2024-06-26//PA002//New York-London//First Class//335,Yes,0,Vegan,2024-06-26,PA002,First Class,335.0,New York,London
2024-10-07//PA002//New York-London//First Class//684,Yes,2,Nut Free,2024-10-07,PA002,First Class,684.0,New York,London
2024-10-29//PA003//London-Perth//Economy//2720,Yes,3,,2024-10-29,PA003,Economy,2720.0,London,Perth
2024-10-12//PA009//New York-Tokyo//Business Class//478.79999999999995,Yes,1,Egg Free,2024-10-12,PA009,Business Class,478.8,New York,Tokyo
2024-09-19//PA007//New York-Perth//First Class//231,Yes,2,Nut Free,2024-09-19,PA007,First Class,231.0,New York,Perth
2024-07-20//PA010//Tokyo-New York//Business Class//370.80000000000001,Yes,3,Egg Free,2024-07-20,PA010,Business Class,370.8,Tokyo,New York
2024-09-21//PA004//Perth-London//Business Class//733.19999999999993,Yes,3,Egg Free,2024-09-21,PA004,Business Class,733.2,Perth,London
2024-07-02//PA002//New York-London//Premium Economy//1142.5,Yes,1,Dairy Free,2024-07-02,PA002,Premium Economy,1142.5,New York,London
2024-02-17//PA007//New York-Perth//First Class//245,Yes,3,Vegetarian,2024-02-17,PA007,First Class,245.0,New York,Perth
2024-08-22//PA009//New York-Tokyo//Premium Economy//1090,Yes,1,Nut Free,2024-08-22,PA009,Premium Economy,1090.0,New York,Tokyo
2024-12-03//PA004//Perth-London//Premium Economy//1695,Yes,3,Nut Free,2024-12-03,PA004,Premium Economy,1695.0,Perth,London
2024-12-12//PA009//New York-Tokyo//Economy//1495,Yes,0,Nut Free,2024-12-12,PA009,Economy,1495.0,New York,Tokyo
2024-03-13//PA004//Perth-London//Business Class//835.19999999999993,Yes,0,Dairy Free,2024-03-13,PA004,Business Class,835.2,Perth,London
2024-09-05//PA012//Tokyo-Perth//Business Class//675.60000000000002,Yes,0,Egg Free,2024-09-05,PA012,Business Class,675.6,Tokyo,Perth
2024-08-02//PA002//New York-London//Premium Economy//1060,Yes,2,Vegan,2024-08-02,PA002,Premium Economy,1060.0,New York,London
2024-12-10//PA010//Tokyo-New York//Economy//1235,Yes,0,Vegan,2024-12-10,PA010,Economy,1235.0,Tokyo,New York
2024-10-20//PA005//London-Tokyo//Economy//3175,Yes,0,Vegetarian,2024-10-20,PA005,Economy,3175.0,London,Tokyo
2024-06-21//PA009//New York-Tokyo//Premium Economy//1000,Yes,0,,2024-06-21,PA009,Premium Economy,1000.0,New York,Tokyo
2024-10-08//PA002//New York-London//Business Class//619.19999999999993,Yes,3,Egg Free,2024-10-08,PA002,Business Class,619.2,New York,London
2024-07-14//PA007//New York-Perth//Premium Economy//590,Yes,1,Nut Free,2024-07-14,PA007,Premium Economy,590.0,New York,Perth
2024-09-27//PA007//New York-Perth//Business Class//459.59999999999997,Yes,3,Egg Free,2024-09-27,PA007,Business Class,459.6,New York,Perth
2024-11-21//PA010//Tokyo-New York//Business Class//518.39999999999998,Yes,2,,2024-11-21,PA010,Business Class,518.4,Tokyo,New York
2024-01-29//PA008//Perth-New York//Business Class//831.60000000000002,Yes,3,Egg Free,2024-01-29,PA008,Business Class,831.6,Perth,New York
2024-01-26//PA003//London-Perth//Premium Economy//1485,Yes,0,Dairy Free,2024-01-26,PA003,Premium Economy,1485.0,London,Perth
2024-04-03//PA009//New York-Tokyo//Economy//2290,Yes,0,Dairy Free,2024-04-03,PA009,Economy,2290.0,New York,Tokyo
2024-05-15//PA011//Perth-Tokyo//First Class//382,Yes,3,Nut Free,2024-05-15,PA011,First Class,382.0,Perth,Tokyo
2024-11-13//PA003//London-Perth//Economy//1685,Yes,3,Egg Free,2024-11-13,PA003,Economy,1685.0,London,Perth
2024-11-04//PA007//New York-Perth//Economy//2330,Yes,2,,2024-11-04,PA007,Economy,2330.0,New York,Perth
2024-06-25//PA012//Tokyo-Perth//Business Class//697.19999999999993,Yes,0,Dairy Free,2024-06-25,PA012,Business Class,697.2,Tokyo,Perth
2024-10-14//PA007//New York-Perth//Premium Economy//802.5,Yes,0,Vegan,2024-10-14,PA007,Premium Economy,802.5,New York,Perth
2024-02-01//PA012//Tokyo-Perth//Premium Economy//647.5,Yes,0,Vegetarian,2024-02-01,PA012,Premium Economy,647.5,Tokyo,Perth
2024-07-06//PA001//London-New York//Economy//1280,Yes,0,Egg Free,2024-07-06,PA001,Economy,1280.0,London,New York
2024-02-19//PA012//Tokyo-Perth//First Class//340,Yes,0,Nut Free,2024-02-19,PA012,First Class,340.0,Tokyo,Perth
2024-05-11//PA011//Perth-Tokyo//Economy//1565,Yes,3,,2024-05-11,PA011,Economy,1565.0,Perth,Tokyo
2024-04-12//PA005//London-Tokyo//Economy//2390,Yes,3,Vegetarian,2024-04-12,PA005,Economy,2390.0,London,Tokyo
2024-04-06//PA012//Tokyo-Perth//Business Class//302.39999999999998,Yes,3,Egg Free,2024-04-06,PA012,Business Class,302.4,Tokyo,Perth
2024-02-07//PA009//New York-Tokyo//First Class//345,Yes,1,,2024-02-07,PA009,First Class,345.0,New York,Tokyo
2024-07-07//PA003//London-Perth//Premium Economy//762.5,Yes,2,Vegetarian,2024-07-07,PA003,Premium Economy,762.5,London,Perth
2024-05-08//PA007//New York-Perth//Premium Economy//1030,Yes,2,Egg Free,2024-05-08,PA007,Premium Economy,1030.0,New York,Perth
2024-07-22//PA010//Tokyo-New York//First Class//432,Yes,1,Dairy Free,2024-07-22,PA010,First Class,432.0,Tokyo,New York
2024-03-26//PA011//Perth-Tokyo//First Class//348,Yes,3,Vegetarian,2024-03-26,PA011,First Class,348.0,Perth,Tokyo
2024-03-25//PA004//Perth-London//First Class//516,Yes,3,,2024-03-25,PA004,First Class,516.0,Perth,London
2024-12-05//PA005//London-Tokyo//Premium Economy//1690,Yes,0,Vegetarian,2024-12-05,PA005,Premium Economy,1690.0,London,Tokyo
2024-10-31//PA011//Perth-Tokyo//Economy//1170,Yes,1,Nut Free,2024-10-31,PA011,Economy,1170.0,Perth,Tokyo
2024-04-25//PA006//Tokyo-London//First Class//399,Yes,1,Nut Free,2024-04-25,PA006,First Class,399.0,Tokyo,London
2024-02-26//PA001//London-New York//Premium Economy//1262.5,Yes,2,Nut Free,2024-02-26,PA001,Premium Economy,1262.5,London,New York
2024-04-23//PA001//London-New York//Premium Economy//552.5,Yes,3,Egg Free,2024-04-23,PA001,Premium Economy,552.5,London,New York
2024-08-30//PA009//New York-Tokyo//First Class//482,Yes,0,Vegetarian,2024-08-30,PA009,First Class,482.0,New York,Tokyo
2024-09-27//PA001//London-New York//Business Class//831.60000000000002,Yes,1,Nut Free,2024-09-27,PA001,Business Class,831.6,London,New York
2024-04-01//PA005//London-Tokyo//First Class//270,Yes,2,Dairy Free,2024-04-01,PA005,First Class,270.0,London,Tokyo
2024-09-11//PA005//London-Tokyo//Business Class//724.79999999999995,Yes,3,Egg Free,2024-09-11,PA005,Business Class,724.8,London,Tokyo
2024-12-27//PA005//London-Tokyo//First Class//602,Yes,1,,2024-12-27,PA005,First Class,602.0,London,Tokyo
2024-12-23//PA009//New York-Tokyo//Premium Economy//1030,Yes,0,Vegetarian,2024-12-23,PA009,Premium Economy,1030.0,New York,Tokyo
2024-07-10//PA012//Tokyo-Perth//Premium Economy//1592.5,Yes,2,,2024-07-10,PA012,Premium Economy,1592.5,Tokyo,Perth
2024-07-24//PA011//Perth-Tokyo//First Class//413,Yes,0,Vegetarian,2024-07-24,PA011,First Class,413.0,Perth,Tokyo
2024-01-29//PA006//Tokyo-London//Economy//1095,Yes,2,Vegan,2024-01-29,PA006,Economy,1095.0,Tokyo,London
2024-08-27//PA008//Perth-New York//Premium Economy//1637.5,Yes,0,Egg Free,2024-08-27,PA008,Premium Economy,1637.5,Perth,New York
2024-05-21//PA010//Tokyo-New York//Premium Economy//667.5,Yes,2,Nut Free,2024-05-21,PA010,Premium Economy,667.5,Tokyo,New York
2024-09-14//PA009//New York-Tokyo//Economy//2875,Yes,1,,2024-09-14,PA009,Economy,2875.0,New York,Tokyo
2024-01-26//PA011//Perth-Tokyo//First Class//216,Yes,2,Vegan,2024-01-26,PA011,First Class,216.0,Perth,Tokyo
2024-08-15//PA006//Tokyo-London//Economy//2395,Yes,1,Egg Free,2024-08-15,PA006,Economy,2395.0,Tokyo,London
2024-11-01//PA009//New York-Tokyo//Business Class//373.19999999999999,Yes,2,Egg Free,2024-11-01,PA009,Business Class,373.2,New York,Tokyo
2024-04-03//PA006//Tokyo-London//Economy//1930,Yes,3,Vegetarian,2024-04-03,PA006,Economy,1930.0,Tokyo,London
2024-12-09//PA002//New York-London//First Class//352,Yes,0,Egg Free,2024-12-09,PA002,First Class,352.0,New York,London
2024-05-21//PA002//New York-London//Business Class//795.60000000000002,Yes,0,Vegan,2024-05-21,PA002,Business Class,795.6,New York,London
2024-06-02//PA011//Perth-Tokyo//Premium Economy//762.5,Yes,2,Vegetarian,2024-06-02,PA011,Premium Economy,762.5,Perth,Tokyo
2024-10-16//PA011//Perth-Tokyo//First Class//572,Yes,1,Vegetarian,2024-10-16,PA011,First Class,572.0,Perth,Tokyo
2024-11-04//PA001//London-New York//Premium Economy//522.5,Yes,0,Vegan,2024-11-04,PA001,Premium Economy,522.5,London,New York
2024-03-19//PA009//New York-Tokyo//Premium Economy//1170,Yes,1,,2024-03-19,PA009,Premium Economy,1170.0,New York,Tokyo
2024-05-02//PA002//New York-London//Premium Economy//695,Yes,1,Vegan,2024-05-02,PA002,Premium Economy,695.0,New York,London
2024-12-12//PA003//London-Perth//Business Class//482.39999999999998,Yes,0,,2024-12-12,PA003,Business Class,482.4,London,Perth
2024-12-28//PA007//New York-Perth//Business Class//460.79999999999995,Yes,1,,2024-12-28,PA007,Business Class,460.8,New York,Perth
2024-09-21//PA002//New York-London//First Class//533,Yes,2,Vegan,2024-09-21,PA002,First Class,533.0,New York,London
2024-10-28//PA008//Perth-New York//Premium Economy//1342.5,Yes,2,Vegan,2024-10-28,PA008,Premium Economy,1342.5,Perth,New York
2024-12-21//PA003//London-Perth//Economy//1495,Yes,0,Vegan,2024-12-21,PA003,Economy,1495.0,London,Perth
2024-04-07//PA002//New York-London//Business Class//462,Yes,1,Egg Free,2024-04-07,PA002,Business Class,462.0,New York,London
2024-01-10//PA007//New York-Perth//Business Class//406.80000000000001,Yes,1,Egg Free,2024-01-10,PA007,Business Class,406.8,New York,Perth
2024-09-11//PA004//Perth-London//Premium Economy//1132.5,Yes,2,Egg Free,2024-09-11,PA004,Premium Economy,1132.5,Perth,London
2024-05-07//PA004//Perth-London//First Class//438,Yes,1,,2024-05-07,PA004,First Class,438.0,Perth,London
2024-05-01//PA011//Perth-Tokyo//First Class//385,Yes,0,Egg Free,2024-05-01,PA011,First Class,385.0,Perth,Tokyo
2024-09-27//PA008//Perth-New York//Premium Economy//1037.5,Yes,3,Nut Free,2024-09-27,PA008,Premium Economy,1037.5,Perth,New York
2024-10-17//PA007//New York-Perth//Premium Economy//1580,Yes,3,Dairy Free,2024-10-17,PA007,Premium Economy,1580.0,New York,Perth
2024-10-07//PA012//Tokyo-Perth//Business Class//387.59999999999997,Yes,0,,2024-10-07,PA012,Business Class,387.6,Tokyo,Perth
2024-03-21//PA004//Perth-London//First Class//260,Yes,0,Vegetarian,2024-03-21,PA004,First Class,260.0,Perth,London
2024-11-12//PA010//Tokyo-New York//Economy//3295,Yes,3,Nut Free,2024-11-12,PA010,Economy,3295.0,Tokyo,New York
2024-09-21//PA001//London-New York//First Class//215,Yes,2,,2024-09-21,PA001,First Class,215.0,London,New York
2024-12-29//PA002//New York-London//First Class//616,Yes,1,Nut Free,2024-12-29,PA002,First Class,616.0,New York,London
2024-08-06//PA007//New York-Perth//Business Class//664.79999999999995,Yes,0,Dairy Free,2024-08-06,PA007,Business Class,664.8,New York,Perth
2024-09-19//PA006//Tokyo-London//First Class//468,Yes,0,Vegan,2024-09-19,PA006,First Class,468.0,Tokyo,London
2024-11-30//PA004//Perth-London//Economy//1200,Yes,2,,2024-11-30,PA004,Economy,1200.0,Perth,London
2024-10-29//PA001//London-New York//Economy//1695,Yes,0,Egg Free,2024-10-29,PA001,Economy,1695.0,London,New York
2024-12-15//PA008//Perth-New York//Premium Economy//1690,Yes,2,Vegan,2024-12-15,PA008,Premium Economy,1690.0,Perth,New York
2024-12-18//PA010//Tokyo-New York//Economy//1335,Yes,0,Vegan,2024-12-18,PA010,Economy,1335.0,Tokyo,New York
2024-01-22//PA012//Tokyo-Perth//Premium Economy//862.5,Yes,0,Dairy Free,2024-01-22,PA012,Premium Economy,862.5,Tokyo,Perth
2024-06-23//PA004//Perth-London//Business Class//386.39999999999998,Yes,0,Vegan,2024-06-23,PA004,Business Class,386.4,Perth,London
2024-11-04//PA007//New York-Perth//Economy//2455,Yes,0,,2024-11-04,PA007,Economy,2455.0,New York,Perth
2024-10-09//PA006//Tokyo-London//Business Class//428.39999999999998,Yes,3,Egg Free,2024-10-09,PA006,Business Class,428.4,Tokyo,London
2024-09-24//PA002//New York-London//Economy//2690,Yes,0,Egg Free,2024-09-24,PA002,Economy,2690.0,New York,London
2024-10-01//PA002//New York-London//Economy//1120,Yes,1,Dairy Free,2024-10-01,PA002,Economy,1120.0,New York,London
2024-11-21//PA011//Perth-Tokyo//First Class//420,Yes,0,Egg Free,2024-11-21,PA011,First Class,420.0,Perth,Tokyo
2024-09-30//PA008//Perth-New York//Premium Economy//1355,Yes,1,,2024-09-30,PA008,Premium Economy,1355.0,Perth,New York
2024-08-09//PA006//Tokyo-London//Economy//1515,Yes,3,Nut Free,2024-08-09,PA006,Economy,1515.0,Tokyo,London
2024-10-20//PA005//London-Tokyo//Premium Economy//832.5,Yes,0,Vegetarian,2024-10-20,PA005,Premium Economy,832.5,London,Tokyo
2024-11-27//PA001//London-New York//Economy//2350,Yes,2,Nut Free,2024-11-27,PA001,Economy,2350.0,London,New York
2024-09-27//PA004//Perth-London//Economy//2825,Yes,3,Vegetarian,2024-09-27,PA004,Economy,2825.0,Perth,London
2024-12-08//PA003//London-Perth//Premium Economy//1330,Yes,2,Dairy Free,2024-12-08,PA003,Premium Economy,1330.0,London,Perth
2024-02-07//PA009//New York-Tokyo//Business Class//486,Yes,2,Dairy Free,2024-02-07,PA009,Business Class,486.0,New York,Tokyo
2024-03-13//PA011//Perth-Tokyo//First Class//610,Yes,1,Vegetarian,2024-03-13,PA011,First Class,610.0,Perth,Tokyo
2024-01-19//PA006//Tokyo-London//Premium Economy//1160,Yes,0,Vegan,2024-01-19,PA006,Premium Economy,1160.0,Tokyo,London
